,Date,station_name,pm25_value,measurement_quality,Latitude,Longitude,Altitude..m.
5589,97,Newcastle Centre,5,V,54.97825,-1.610528,45
5590,97,Newport,6,V,51.601203000000005,-2.977281,24
5591,97,Norwich Lakenfields,7,V,52.61419300000001,1.301976,36
5592,97,Nottingham Centre,3,V,52.954730000000005,-1.146447,41
5593,97,Portsmouth,9,V,50.82881,-1.068583,5
5594,97,Preston,5,V,53.76559,-2.6803529999999998,40
5595,97,Reading New Town,1,V,51.45309,-0.944067,58
5596,97,Rochester Stoke,14,V,51.45617,0.634889,14
5597,97,Salford Eccles,7,V,53.484809999999996,-2.334139,30
5598,97,Saltash Callington Road,4,V,50.411463,-4.227678,65
5599,97,Sandy Roadside,6,V,52.132417,-0.300306,22
5600,97,Sheffield Devonshire Green,3,V,53.378622,-1.4780959999999999,89
5601,97,Southampton Centre,7,V,50.90814,-1.395778,7
5602,97,Southend-on-Sea,4,V,51.544206,0.678408,37
5603,97,Stockton-on-Tees Eaglescliffe,3,V,54.516667000000005,-1.358547,29
5604,97,Stoke-on-Trent Centre,6,V,53.028209999999994,-2.175133,172
5605,97,Storrington Roadside,5,V,50.916932,-0.44954799999999995,41
5606,97,Sunderland Silksworth,9,V,54.88361,-1.406878,110
5607,97,Swansea Roadside,6,V,51.632696,-3.947374,61
5608,97,Warrington,6,V,53.38928000000001,-2.615358,11
5609,97,Wigan Centre,7,V,53.54914,-2.638139,45
5610,97,York Bootham,5,V,53.967513000000004,-1.086514,15
5611,97,York Fishergate,6,V,53.951889,-1.075861,16
5612,98,Aberdeen,5,V,57.15736,-2.094278,20
5613,98,Auchencorth Moss,3,V,55.792159999999996,-3.2429,260
5614,98,Barnstaple A39,6,V,51.074793,-4.041924,13
5615,98,Belfast Centre,5,V,54.59965,-5.928833,10
5616,98,Birmingham Acocks Green,5,V,52.437165,-1.8299990000000002,134
5617,98,Birmingham Tyburn,6,V,52.511722,-1.830583,93
5618,98,Birmingham Tyburn Roadside,4,V,52.512193999999994,-1.830861,93
5619,98,Blackpool Marton,5,V,53.80489,-3.007175,16
5620,98,Bristol St Paul's,7,V,51.462839,-2.584482,15
5621,98,Camden Kerbside,7,V,51.54421,-0.175269,50
5622,98,Cardiff Centre,7,V,51.48178,-3.17625,12
5623,98,Carlisle Roadside,6,V,54.894833999999996,-2.945307,11
5624,98,Chatham Roadside,7,V,51.374264000000004,0.54797,80
5625,98,Chepstow A48,11,V,51.638094,-2.678731,67
5626,98,Chesterfield,7,V,53.230582999999996,-1.433611,86
5627,98,Chesterfield Roadside,5,V,53.231722,-1.456944,96
5628,98,Coventry Memorial Park,4,V,52.394399,-1.5196120000000002,95
5629,98,Derry,8,V,55.001225,-7.329115,32
5630,98,Eastbourne,8,V,50.805778000000004,0.271611,7
5631,98,Edinburgh St Leonards,5,V,55.945589,-3.182186,81
5632,98,Glasgow Kerbside,8,V,55.85917,-4.258889,10
5633,98,Glasgow Townhead,3,V,55.865781999999996,-4.243631,40
5634,98,Grangemouth,3,V,56.010318999999996,-3.704399,4
5635,98,Haringey Roadside,6,V,51.5993,-0.068218,10
5636,98,Harwell,4,V,51.571078,-1.325283,126
5637,98,Hull Freetown,5,V,53.748780000000004,-0.34122199999999997,4
5638,98,Leamington Spa,5,V,52.28881,-1.5331190000000001,55
5639,98,Leamington Spa Rugby Road,5,V,52.294884,-1.5429110000000001,66
5640,98,Leeds Centre,5,V,53.80378,-1.5464719999999998,78
5641,98,Leeds Headingley Kerbside,4,V,53.819972,-1.5763610000000001,85
5642,98,Liverpool Speke,6,V,53.34633,-2.8443330000000002,26
5643,98,London Bexley,7,V,51.466029999999996,0.184806,13
5644,98,London Bloomsbury,6,V,51.522290000000005,-0.125889,20
5645,98,London Harlington,9,V,51.48879,-0.441614,35
5646,98,London Harrow Stanmore,7,V,51.617333,-0.298777,79
5647,98,London Marylebone Road,10,V,51.522529999999996,-0.154611,35
5648,98,London N. Kensington,8,V,51.52105,-0.21349200000000002,5
5649,98,London Teddington Bushy Park,7,V,51.425286,-0.34560599999999997,11
5650,98,Manchester Piccadilly,5,V,53.481519999999996,-2.2378810000000002,57
5651,98,Middlesbrough,6,V,54.569297,-1.220874,10
5652,98,Newcastle Centre,3,V,54.97825,-1.610528,45
5653,98,Newport,9,V,51.601203000000005,-2.977281,24
5654,98,Norwich Lakenfields,6,V,52.61419300000001,1.301976,36
5655,98,Nottingham Centre,4,V,52.954730000000005,-1.146447,41
5656,98,Portsmouth,9,V,50.82881,-1.068583,5
5657,98,Preston,6,V,53.76559,-2.6803529999999998,40
5658,98,Reading New Town,2,V,51.45309,-0.944067,58
5659,98,Rochester Stoke,10,V,51.45617,0.634889,14
5660,98,Salford Eccles,7,V,53.484809999999996,-2.334139,30
5661,98,Saltash Callington Road,6,V,50.411463,-4.227678,65
5662,98,Sandy Roadside,5,V,52.132417,-0.300306,22
5663,98,Sheffield Devonshire Green,4,V,53.378622,-1.4780959999999999,89
5664,98,Southampton Centre,7,V,50.90814,-1.395778,7
5665,98,Southend-on-Sea,3,V,51.544206,0.678408,37
5666,98,Stockton-on-Tees Eaglescliffe,2,V,54.516667000000005,-1.358547,29
5667,98,Stoke-on-Trent Centre,6,V,53.028209999999994,-2.175133,172
5668,98,Storrington Roadside,5,V,50.916932,-0.44954799999999995,41
5669,98,Sunderland Silksworth,6,V,54.88361,-1.406878,110
5670,98,Swansea Roadside,9,V,51.632696,-3.947374,61
5671,98,Warrington,7,V,53.38928000000001,-2.615358,11
5672,98,Wigan Centre,7,V,53.54914,-2.638139,45
5673,98,York Bootham,5,V,53.967513000000004,-1.086514,15
5674,98,York Fishergate,6,V,53.951889,-1.075861,16
