date,lat,lon,indicator,mu,var
94.0,58.2,-6.399999999999999,1.0,10.6730882893449,0.0006415349575498767
92.0,53.6,-9.8,1.0,5.14810523323989,0.0007585529446514579
95.0,55.79216,-3.2429,0.0,44.20385113164318,0.01645418426201836
94.0,52.8,0.6000000000000014,1.0,41.98864636621538,0.00021616993704687344
94.0,55.90000000000001,-3.0999999999999983,1.0,20.886480566564817,0.0001477039886269326
94.0,53.7,-1.3999999999999986,1.0,42.549915538428465,0.00022570533282920114
92.0,51.1,-6.5,1.0,9.488763238369513,0.00044592155112102854
92.0,53.6,-2.3999999999999986,1.0,12.861958672285326,0.00020309984159866667
95.0,54.0,1.0,1.0,26.39542304933713,0.0007670198913624076
95.0,52.1,-6.5,1.0,5.038220713057631,0.00019739688695043898
95.0,49.7,-7.899999999999999,1.0,5.423639799702968,0.0008136234568650093
92.0,49.7,-4.799999999999997,1.0,13.34526809908242,0.0002266024721882751
92.0,52.90000000000001,-9.5,1.0,5.582822824442513,0.001118393209365677
92.0,53.40000000000001,-10.5,1.0,5.367948452900923,0.0008801366337306186
92.0,54.7,-5.5,1.0,8.36827234957782,0.00018441522361692356
95.0,49.7,-6.099999999999998,1.0,5.355240054250903,0.0009373721872513427
95.0,52.7,-6.199999999999998,1.0,4.624448268123321,0.00019195925994038764
94.0,58.5,-10.0,1.0,9.816258409422925,0.003359077762585841
94.0,58.0,-10.7,1.0,7.326878195510161,0.0011372457528723782
93.0,49.90000000000001,-2.3999999999999986,1.0,16.494210194278843,0.0008912554781795822
95.0,50.3,-6.399999999999999,1.0,5.577011149752497,0.000565804756791233
93.0,51.3,-4.5,1.0,16.7518404674238,0.00017177398912282264
94.0,57.8,-9.0,1.0,12.17518006011537,0.001447160843426335
92.0,56.3,-2.299999999999997,1.0,7.990001782996885,0.0001721080163734192
92.0,54.6,-5.899999999999999,1.0,8.133083152688165,0.0001940023234945402
94.0,53.6,0.7000000000000028,1.0,36.12210628630557,8.368849079443229e-05
95.0,51.40000000000001,-5.5,1.0,5.3324162151650585,0.0002087637044946186
92.0,58.40000000000001,-6.699999999999998,1.0,9.147241855250112,0.0005558625892029426
94.0,54.1,-9.7,1.0,4.898648860808647,0.00039903176302075443
95.0,52.5,-1.599999999999998,1.0,14.87689024557381,0.0001153215340675974
93.0,50.3,-0.3999999999999986,1.0,21.152625308854276,0.0005815044052489813
92.0,56.5,-0.6999999999999993,1.0,6.621839341732441,0.000637462351607117
94.0,56.5,-8.399999999999999,1.0,12.486363965478322,0.0007250092292395981
92.0,53.2,-5.599999999999998,1.0,6.911705342777665,0.00020921308917612225
92.0,55.8,-7.699999999999998,1.0,8.133889311115663,0.0003284525765870731
93.0,55.6,-3.799999999999997,1.0,15.127198100753233,0.00018987888864953524
94.0,56.2,-7.399999999999999,1.0,14.837954380015402,0.00020411272301062183
95.0,49.7,-1.3999999999999986,1.0,6.822272032453823,0.002046834379795032
92.0,57.2,-2.5,1.0,5.799972543953651,0.00028604126231517263
93.0,57.2,-6.699999999999998,1.0,7.953435844985693,0.000120503221618375
94.0,52.90000000000001,-6.199999999999998,1.0,7.298980511410097,0.00020822679489299455
93.0,58.7,-4.699999999999998,1.0,5.568616280240304,0.0033472575111567066
92.0,55.2,-0.5,1.0,17.675341970706484,0.00035264998716295995
93.0,58.40000000000001,-1.8999999999999984,1.0,9.212577027693824,0.0009781410934857145
92.0,51.2,-10.3,1.0,5.682509493899246,0.0017085803481407499
93.0,54.90000000000001,-6.099999999999998,1.0,18.85609345107215,0.00017136129684964927
93.0,57.6,-7.5,1.0,6.874660480173811,0.0005768909284513863
92.0,56.5,-6.399999999999999,1.0,10.09644316896584,0.00045787865751421717
93.0,57.0,-2.099999999999998,1.0,14.869869527853972,9.508446601157057e-05
96.0,51.45617,0.634889,0.0,4.344883052180785,0.058138655721559684
92.0,52.0,-9.1,1.0,6.2776670192145865,0.001264261169339744
95.0,50.0,-7.199999999999998,1.0,5.454006246590475,0.00033292277252129827
93.0,51.3,0.10000000000000142,1.0,31.83495947308578,0.00017789662025375366
92.0,58.7,-0.5999999999999979,1.0,2.799123567136168,0.0019359852821179708
92.0,57.2,-8.399999999999999,1.0,9.272941423292854,0.0024566937496711613
94.0,54.90000000000001,-0.8999999999999986,1.0,27.517441514703403,0.000540726526000092
93.0,56.90000000000001,-2.299999999999997,1.0,14.79846151345693,9.281500231323357e-05
95.0,51.5,-6.699999999999998,1.0,5.444317014035982,0.00013631179126854717
95.0,51.5,-3.1999999999999997,1.0,7.070238776466417,0.0004851610216515691
93.0,58.40000000000001,-3.1999999999999997,1.0,8.188944878126364,0.000495574506971509
92.0,54.0,-0.5,1.0,27.35415894647176,0.0002448406261339145
93.0,50.0,1.7000000000000028,1.0,18.138514524277866,0.0032040937593282508
94.0,51.2,-4.0,1.0,12.094285534551261,0.00016677290468862714
93.0,52.0,-4.0,1.0,22.202720119972543,0.00017534386196650837
92.0,54.1,-10.1,1.0,4.889516021406275,0.0011080567484152944
91.0,55.79216,-3.2429,0.0,5.324623697455963,0.040600318133840504
95.0,52.3,-7.699999999999998,1.0,5.159758685321041,0.0005493147553533666
