date,lat,lon,indicator,mu,var,truth,sq_error
94.0,58.2,-6.399999999999999,1.0,10.496436883440845,0.0008850070646572708,11.792635999999998,1.680132149768729
92.0,53.6,-9.8,1.0,4.720128348812939,0.0018230339083568428,4.7669015,0.0021877276719676703
95.0,55.79216,-3.2429,0.0,14.870707118873108,0.0007082437087133479,6.0,78.68944478882604
94.0,52.8,0.6000000000000014,1.0,44.70660280723296,0.0007238454698824033,43.414387,1.66982169246274
94.0,55.90000000000001,-3.0999999999999983,1.0,22.0137424471637,0.00033519889014991676,23.526764000000004,2.289234219347178
94.0,53.7,-1.3999999999999986,1.0,35.12009923897635,0.0005114550527974515,44.62729300000001,90.38673320964716
92.0,51.1,-6.5,1.0,8.307057331383676,0.002213848567102081,8.885939999999998,0.33510514402435393
92.0,53.6,-2.3999999999999986,1.0,15.701510798466067,0.001009802477787061,12.546842,9.951935228015342
95.0,54.0,1.0,1.0,24.343192321824247,0.0008750190923072687,29.687761000000002,28.56441435573733
95.0,52.1,-6.5,1.0,5.673226481997426,0.0006455924175705287,5.1723,0.2509273403663173
95.0,49.7,-7.899999999999999,1.0,3.9057171313653387,0.002199010255544768,5.8340416,3.7184352563351486
92.0,49.7,-4.799999999999997,1.0,10.551615953409524,0.0030529149311910348,13.209367000000004,7.063640625652792
92.0,52.90000000000001,-9.5,1.0,4.76902153170505,0.0018628556911616724,5.894558,1.2668323414618685
92.0,53.40000000000001,-10.5,1.0,4.206425098209942,0.0020333073057768503,5.34205,1.2896439175656802
92.0,54.7,-5.5,1.0,9.018547034841143,0.0008956875426906364,8.299033999999997,0.5176990073063162
95.0,49.7,-6.099999999999998,1.0,4.54148308954951,0.002108929288828052,5.4218573999999995,0.7750589265011741
95.0,52.7,-6.199999999999998,1.0,6.39914982800162,0.0005130493938782426,4.9707847,2.0402269388910828
94.0,58.5,-10.0,1.0,7.771596453397979,0.0014095899492174361,9.807614000000001,4.145367450071316
94.0,58.0,-10.7,1.0,7.68632054828827,0.0015007682336257403,6.645035,1.0842755930740033
