date,lat,lon,indicator,mu,var,truth,sq_error
94.0,58.2,-6.399999999999999,1.0,10.347105857561576,0.00022606792954025975,11.792635999999998,2.0895573926980435
92.0,53.6,-9.8,1.0,5.345431585896568,0.0004807949944125656,4.7669015,0.3346970602874902
95.0,55.79216,-3.2429,0.0,52.166184808791556,0.01109853365130061,6.0,2131.316619799496
94.0,52.8,0.6000000000000014,1.0,41.76027762593074,0.00035842052182149576,43.414387,2.7360778213837906
94.0,55.90000000000001,-3.0999999999999983,1.0,20.41586582220525,0.0001998718547110829,23.526764000000004,9.677687472606708
94.0,53.7,-1.3999999999999986,1.0,41.57595145545464,0.00018898049758725536,44.62729300000001,9.3106852214685
92.0,51.1,-6.5,1.0,9.47735579154377,0.00023408292409449782,8.885939999999998,0.34977263848734674
92.0,53.6,-2.3999999999999986,1.0,12.801999227509715,0.0001835935634377754,12.546842,0.06510521075044431
95.0,54.0,1.0,1.0,26.78303934208574,0.0008769051639341345,29.687761000000002,8.43740790995618
95.0,52.1,-6.5,1.0,5.173350220011877,0.0002020819704395397,5.1723,1.1029620733477212e-06
95.0,49.7,-7.899999999999999,1.0,5.434845671625219,0.00193623676030569,5.8340416,0.15935738923100348
92.0,49.7,-4.799999999999997,1.0,13.2693516008163,0.0013323799955250023,13.209367000000004,0.0035981523350904158
92.0,52.90000000000001,-9.5,1.0,5.64852953299686,0.0008187025048408067,5.894558,0.06053000657591518
92.0,53.40000000000001,-10.5,1.0,5.65492374493006,0.00046795983362349087,5.34205,0.09788998026656
92.0,54.7,-5.5,1.0,8.481087826106588,0.0001376123903948778,8.299033999999997,0.03314359560004885
95.0,49.7,-6.099999999999998,1.0,5.247390447159624,0.0021916794056670522,5.4218573999999995,0.03043871763340573
95.0,52.7,-6.199999999999998,1.0,4.795804734892754,0.00018135430696934334,4.9707847,0.03061798818893307
94.0,58.5,-10.0,1.0,9.767716999599154,0.0014632296177764061,9.807614000000001,0.001591770640985202
94.0,58.0,-10.7,1.0,7.317324152526258,0.004187465800786086,6.645035,0.4519727046044736
93.0,49.90000000000001,-2.3999999999999986,1.0,16.6265412401559,0.00043868894055030936,17.192350000000005,0.32013955271632566
95.0,50.3,-6.399999999999999,1.0,5.456946487197042,0.00023563687614551853,5.25861,0.03933736215366245
93.0,51.3,-4.5,1.0,16.890483634842763,0.000248241822143415,16.751295000000006,0.01937347606939032
94.0,57.8,-9.0,1.0,12.589501129411671,0.0009785638279870249,12.256671,0.11077589504418915
92.0,56.3,-2.299999999999997,1.0,8.048182139459286,0.00013139184551674786,7.3887839999999985,0.43480590632236954
92.0,54.6,-5.899999999999999,1.0,8.28642105894022,0.00016446910017928453,8.630786,0.11858721263110575
94.0,53.6,0.7000000000000028,1.0,36.125634591936674,0.0002326320909115728,34.91072499999999,1.476005316579754
95.0,51.40000000000001,-5.5,1.0,5.3858556865131,0.00033338115803774196,5.305887,0.00639499082263042
92.0,58.40000000000001,-6.699999999999998,1.0,9.509294530518332,0.00024030867001584183,9.917279,0.16645132733823853
94.0,54.1,-9.7,1.0,5.0253251717323755,0.00030064067336842636,5.1848339999999995,0.025443066295310374
95.0,52.5,-1.599999999999998,1.0,15.244580140109726,0.00022934045006983524,18.476329999999994,10.444207156900767
93.0,50.3,-0.3999999999999986,1.0,20.81111745896633,0.0002927740341457978,22.029151999999996,1.483608143151096
92.0,56.5,-0.6999999999999993,1.0,6.519479777351565,0.00030686889648871916,6.5711759999999995,0.0026724994361165167
94.0,56.5,-8.399999999999999,1.0,12.506554354250824,0.00041845967618879673,15.981396999999998,12.07453141271712
92.0,53.2,-5.599999999999998,1.0,6.958135696110293,0.00022299751195860017,7.201621499999999,0.0592853366958162
92.0,55.8,-7.699999999999998,1.0,8.088081477211105,0.00031010697759884637,7.602546699999999,0.2357440198814388
93.0,55.6,-3.799999999999997,1.0,15.245172314835186,7.87776306501826e-05,16.440271,1.4282608672826662
94.0,56.2,-7.399999999999999,1.0,15.683154537984233,0.0002049335041044496,16.286766000000004,0.3643467970768159
95.0,49.7,-1.3999999999999986,1.0,6.757110188150729,0.001568280093854231,9.169983999999998,5.821960031908022
92.0,57.2,-2.5,1.0,5.798492150933871,0.00035506667883071415,7.386561999999999,2.5219658455129133
93.0,57.2,-6.699999999999998,1.0,7.907676510865936,0.0001597050897211877,7.408101600000001,0.24957509156670654
94.0,52.90000000000001,-6.199999999999998,1.0,6.968365305299568,7.944960171743032e-05,7.034724699999999,0.004403569265007568
93.0,58.7,-4.699999999999998,1.0,5.495242929275829,0.0005115181491587779,6.047227400000001,0.30468685592064393
92.0,55.2,-0.5,1.0,17.861512039982724,0.0001656362825298406,18.193651000000006,0.11031628876136175
93.0,58.40000000000001,-1.8999999999999984,1.0,9.043116216066716,0.0008602323415207625,8.498788,0.29629320680637417
92.0,51.2,-10.3,1.0,5.599816504683316,0.001744350670119001,5.9699636,0.1370088721713781
93.0,54.90000000000001,-6.099999999999998,1.0,18.69316857237533,0.00014067053409369743,17.484503,1.4608724658453864
93.0,57.6,-7.5,1.0,7.002406093650902,0.00038082895470109514,7.818680000000002,0.6663030901864201
92.0,56.5,-6.399999999999999,1.0,10.027156746921674,0.0002924083480856202,9.240796000000003,0.6183632242992089
93.0,57.0,-2.099999999999998,1.0,15.025054363301392,0.0003409337916258479,14.957539999999998,0.004558189251992547
96.0,51.45617,0.634889,0.0,4.4601205355107165,0.07685623952775764,9.000000000000002,20.61050555209152
92.0,52.0,-9.1,1.0,6.1401273662397875,0.001375168183766098,6.166369,0.0006886233424051473
95.0,50.0,-7.199999999999998,1.0,5.360183266436223,0.0004305289062700184,5.612543599999999,0.06368573795642032
93.0,51.3,0.10000000000000142,1.0,33.035128643456574,0.0004449157086586511,32.10059999999999,0.8733437854407969
92.0,58.7,-0.5999999999999979,1.0,2.7632637096834745,0.00032234629396687894,2.6871443,0.0057941645305606354
92.0,57.2,-8.399999999999999,1.0,9.338030506324857,0.0002971377517370768,8.009531999999998,1.7649082813073818
94.0,54.90000000000001,-0.8999999999999986,1.0,28.21534225510959,7.567150005313257e-05,28.158762000000003,0.0032013252682659555
93.0,56.90000000000001,-2.299999999999997,1.0,15.046300615343103,0.00022514002085176154,15.376943000000002,0.10932438653160097
95.0,51.5,-6.699999999999998,1.0,5.454757619309802,0.00016966290748850107,5.334515000000001,0.014458287498481931
95.0,51.5,-3.1999999999999997,1.0,6.853912550213495,0.00021545937850611635,8.290019,2.062401735118396
93.0,58.40000000000001,-3.1999999999999997,1.0,7.9129052903995385,0.00022844282797508254,8.003529,0.00821265674174884
92.0,54.0,-0.5,1.0,27.299203938243057,0.00020282685678361438,29.585434000000003,5.226847895281169
93.0,50.0,1.7000000000000028,1.0,18.141823486222467,0.004451209646251718,19.265202,1.2619792852170153
94.0,51.2,-4.0,1.0,12.174538314236763,0.00016497180030983913,10.042138,4.547131100157047
93.0,52.0,-4.0,1.0,21.507953568074317,0.0003152621376336153,20.394407,1.2399859592700873
