date,lat,lon,indicator,mu,var
92.0,50.8,-3.3,0.0,3.8599853307914014,0.0010664476523254193
92.0,50.8,-3.0,0.0,3.957397988091305,0.0010800983683515073
92.0,50.8,-2.8,0.0,4.0218821373097775,0.0010949369969770074
92.0,50.8,-2.5,0.0,4.117244645620291,0.0011272044702985028
92.0,50.8,-2.3,0.0,4.179482273062391,0.0011562299549542398
92.0,50.8,-2.0,0.0,4.270047640631458,0.0012124999511432517
92.0,50.8,-1.8,0.0,4.328080467404309,0.0012593545669258583
92.0,50.8,-1.5,0.0,4.41075114619607,0.0013450954044911287
92.0,50.8,-1.3,0.0,4.462429417475257,0.0014133876830173951
92.0,50.8,-1.0,0.0,4.533898781129616,0.0015338932727546127
92.0,50.8,-0.8,0.0,4.576993742034422,0.001627040520343452
92.0,50.8,-0.5,0.0,4.633940227628934,0.0017872214421640286
92.0,50.8,-0.2,0.0,4.68065965967261,0.0019733498451782027
92.0,50.8,0.0,0.0,4.705610860893552,0.002112573267005847
92.0,50.8,0.3,0.0,4.733056686044917,0.0023451098302102293
92.0,50.8,0.5,0.0,4.744351710143417,0.002516468182875417
92.0,50.8,0.8,0.0,4.750301156370036,0.0027988413452407976
92.0,50.8,1.0,0.0,4.746722928158364,0.003004422924860709
92.0,50.8,1.3,0.0,4.729800022142149,0.003339480195362335
92.0,50.8,1.5,0.0,4.7107561110425475,0.0035810012067168046
92.0,50.8,1.8,0.0,4.670591325326007,0.003971057170714197
92.0,51.0,-10.7,0.0,2.123811462577335,0.002084276074621201
92.0,51.0,-10.4,0.0,2.1686489440140733,0.0019043642595249263
92.0,51.0,-10.2,0.0,2.1991682765684897,0.0017998203389123233
92.0,51.0,-9.9,0.0,2.2459858091638294,0.001663691040305162
92.0,51.0,-9.7,0.0,2.2779518642449688,0.0015853782265847027
92.0,51.0,-9.4,0.0,2.327147325703577,0.0014843652340870658
92.0,51.0,-9.2,0.0,2.360846655002905,0.0014267815042193189
92.0,51.0,-8.9,0.0,2.4128781016630922,0.001353099690013314
92.0,51.0,-8.7,0.0,2.448632257424295,0.0013113893005615473
92.0,51.0,-8.4,0.0,2.5040009409807653,0.0012582807798523033
92.0,51.0,-8.1,0.0,2.5616220206835134,0.0012147201519908221
92.0,51.0,-7.9,0.0,2.601380184376992,0.001190079187072262
92.0,51.0,-7.6,0.0,2.6631697641436687,0.0011585144671050133
92.0,51.0,-7.4,0.0,2.70587402687751,0.001140448344241033
92.0,51.0,-7.1,0.0,2.772319853257731,0.0011168862007505675
92.0,51.0,-6.9,0.0,2.818275063718031,0.0011030725944144186
92.0,51.0,-6.6,0.0,2.88979181467291,0.001084531845996196
92.0,51.0,-6.4,0.0,2.9392383512594615,0.0010733153166612032
92.0,51.0,-6.1,0.0,3.0161182943498805,0.0010578089499609113
92.0,51.0,-5.9,0.0,3.069196605662148,0.0010481961768924214
92.0,51.0,-5.6,0.0,3.1515526866274133,0.0010347345243383742
92.0,51.0,-5.3,0.0,3.2371504507376585,0.001022445530065883
92.0,51.0,-5.1,0.0,3.2959653856650712,0.0010150086131971868
92.0,51.0,-4.8,0.0,3.386686894153016,0.0010052936138084795
92.0,51.0,-4.6,0.0,3.448732126642062,0.0010000351474524262
92.0,51.0,-4.3,0.0,3.5439181279459477,0.0009945494539227973
92.0,51.0,-4.1,0.0,3.6086209191628904,0.0009929036167641617
92.0,51.0,-3.8,0.0,3.7071964009176424,0.0009942757986999733
92.0,51.0,-3.6,0.0,3.7736878785059016,0.0009982977631612265
92.0,51.0,-3.3,0.0,3.874109691269572,0.0010100303394429066
92.0,51.0,-3.0,0.0,3.974691725153741,0.0010299664394796612
92.0,51.0,-2.8,0.0,4.0414234384310355,0.0010486219543334142
92.0,51.0,-2.5,0.0,4.140347123266865,0.0010859274963766696
92.0,51.0,-2.3,0.0,4.20507576659248,0.0011177808508890847
92.0,51.0,-2.0,0.0,4.2995318307682115,0.00117737706216078
92.0,51.0,-1.8,0.0,4.360246130795594,0.0012257735804455754
92.0,51.0,-1.5,0.0,4.447039938808078,0.001312712158905962
92.0,51.0,-1.3,0.0,4.501513745769224,0.0013810071966617824
92.0,51.0,-1.0,0.0,4.577207234114929,0.0015002476997992707
92.0,51.0,-0.8,0.0,4.623113677465881,0.001591670470064691
92.0,51.0,-0.5,0.0,4.684224278545289,0.001747900417187985
92.0,51.0,-0.2,0.0,4.734985669835431,0.0019284139692113574
92.0,51.0,0.0,0.0,4.762530336902384,0.002062967832335771
92.0,51.0,0.3,0.0,4.79366445630025,0.002287129575685949
92.0,51.0,0.5,0.0,4.8072550930138584,0.002452013900776205
92.0,51.0,0.8,0.0,4.816356248748715,0.002723398950930063
92.0,51.0,1.0,0.0,4.814659361562856,0.002920849642446361
92.0,51.0,1.3,0.0,4.800189957566365,0.0032425997458420965
92.0,51.0,1.5,0.0,4.782516666459493,0.003474575844554574
